Firmennummer	Kundennummer	Artikelnummer	Auftragsnummer	Datum	Menge	Verkaufsumsatz	Einkaufsumsatz
243	88110	29354	18256	20230428	2.0	312.0	145.35
373	20759	29354	86958	20230502	1.0	179.08	78.6
712	83804	29354	76237	20230502	2.0	302.3	145.35
903	30099	29354	54595	20230502	1.0	151.15	72.67
511	36753	29354	50836	20230502	1.0	140.84	72.67
460	10642	29354	45725	20230504	1.0	131.39	72.67
650	92326	29354	41192	20230504	3.0	688.39	218.02
373	47349	29354	34536	20230508	1.0	163.46	72.67
511	61326	29354	67246	20230508	5.0	726.0	363.38
511	25341	29354	83751	20230508	2.0	492.72	145.35
705	54744	29354	23358	20230508	1.0	146.72	72.67
511	58921	29354	30989	20230508	1.0	152.29	72.67
705	79669	29354	97023	20230508	1.0	146.72	72.67
705	59555	29354	56217	20230508	5.0	733.62	363.38
705	88979	29354	38747	20230508	2.0	293.45	145.35
115	85583	29354	43954	20230508	2.0	302.3	145.35
115	48331	29354	67036	20230509	18.0	2700.0	1308.15
115	48331	29354	67036	20230509	14.0	2100.0	1017.46
115	98739	29354	97779	20230509	1.0	151.15	72.67
196	7260	29354	28153	20230509	2.0	302.3	145.35
103	22008	29354	39006	20230510	2.0	302.3	145.35
115	85583	29354	95279	20230510	1.0	151.15	72.67
944	14963	29354	54625	20230511	1.0	133.98	72.67
822	43834	29354	79307	20230511	1.0	150.49	72.67
409	29877	29354	29444	20230511	1.0	144.68	72.67
115	84167	29354	22518	20230511	2.0	300.0	145.35
944	14963	29354	30014	20230512	1.0	133.98	72.67
712	21120	29354	71420	20230512	1.0	151.15	72.67
508	10057	29354	50841	20230512	1.0	160.38	72.67
848	25608	29354	59394	20230515	1.0	147.85	72.67
511	72500	29354	81761	20230515	1.0	166.8	72.67
115	68780	29354	51750	20230515	1.0	202.8	72.67
414	15168	29354	16431	20230516	2.0	357.6	145.35
848	57540	29354	8567	20230516	1.0	142.69	72.67
781	71109	29354	52776	20230517	1.0	151.15	72.67
196	38464	29354	78499	20230517	3.0	453.46	218.02
822	43578	29354	41617	20230517	1.0	150.49	72.67
409	82088	29354	17334	20230517	1.0	151.15	72.67
115	73372	29354	10027	20230517	2.0	300.0	145.35
944	14963	29354	78507	20230517	2.0	267.96	145.35
944	14963	29354	34767	20230517	1.0	133.98	72.67
944	14963	29354	64242	20230517	1.0	133.98	72.67
944	14963	29354	40158	20230517	1.0	133.98	72.67
944	14963	29354	18142	20230517	1.0	133.98	72.67
944	71819	29354	5702	20230517	9.0	1205.82	654.08
944	71819	29354	59714	20230517	3.0	401.94	218.02
944	71819	29354	28318	20230517	7.0	937.86	508.73
944	71819	29354	3643	20230517	6.0	803.88	436.05
115	85583	29354	37476	20230517	1.0	151.15	72.67
781	19904	29354	57468	20230517	1.0	151.15	72.67
511	36753	29354	37617	20230517	1.0	140.84	72.67
115	47888	29354	69990	20230519	1.0	190.8	72.67
511	36753	29354	84563	20230521	1.0	140.84	72.67
511	36753	29354	78501	20230521	1.0	140.84	72.67
903	75055	29354	17022	20230522	1.0	151.15	72.67
196	74900	29354	48615	20230522	1.0	151.15	72.67
115	68780	29354	24402	20230522	1.0	202.8	72.67
650	10691	29354	71249	20230522	15.0	2322.0	1090.13
29	19023	29354	47776	20230523	10.0	1496.4	726.75
944	71819	29354	22545	20230523	2.0	0.0	0.0
848	43194	29354	81104	20230523	1.0	150.0	72.67
460	10642	29354	97852	20230524	1.0	132.0	72.67
822	88396	29354	62824	20230524	6.0	902.95	436.05
115	89505	29354	28800	20230524	1.0	150.0	72.67
142	5368	29354	56069	20230525	2.0	302.3	157.21
822	29897	29354	5094	20230525	1.0	150.49	72.67
115	85583	29354	79165	20230525	1.0	151.15	72.67
115	75930	29354	22473	20230525	1.0	151.15	72.67
115	85583	29354	55159	20230525	1.0	151.15	72.67
115	77901	29354	97299	20230525	1.0	151.15	72.67
115	85583	29354	74579	20230526	1.0	151.15	72.67
511	36753	29354	56550	20230526	1.0	140.84	72.67
511	36753	29354	25317	20230526	2.0	290.4	145.35
951	15329	29354	57092	20230526	1.0	166.8	72.67
944	71819	29354	13601	20230526	2.0	267.96	145.35
944	71819	29354	84804	20230526	1.0	133.98	72.67
944	71819	29354	23263	20230526	3.0	401.94	218.02
944	71819	29354	65540	20230526	9.0	1205.82	654.08
944	71819	29354	14099	20230526	1.0	133.98	72.67
944	71819	29354	98622	20230526	3.0	401.94	218.02
944	71819	29354	79541	20230526	4.0	535.92	290.7
944	71819	29354	7897	20230526	1.0	133.98	72.67
944	71819	29354	3947	20230526	1.0	133.98	72.67
944	71819	29354	45599	20230526	1.0	133.98	72.67
944	71819	29354	55782	20230526	1.0	133.98	72.67
944	71819	29354	99468	20230526	2.0	267.96	145.35
29	19023	29354	71988	20230526	10.0	1496.4	726.75
944	71819	29354	3771	20230526	11.0	1473.78	799.42
944	71819	29354	5937	20230526	4.0	535.92	290.7
944	71819	29354	39591	20230526	3.0	401.94	218.02
705	88979	29354	33536	20230526	3.0	440.17	218.02
511	45566	29354	38326	20230526	2.0	309.6	145.35
705	59278	29354	15231	20230526	1.0	146.72	72.67
115	76591	29354	55098	20230526	3.0	448.92	218.02
804	67126	29354	96230	20230526	1.0	151.15	72.67
243	90803	29354	68939	20230526	1.0	151.15	72.67
705	82914	29354	49789	20230526	9.0	1320.52	654.08
705	54744	29354	74216	20230526	14.0	2054.14	1017.46
822	43834	29354	80090	20230526	1.0	150.49	72.67
212	68095	29354	71141	20230526	1.0	188.06	72.67
944	14963	29354	23470	20230526	2.0	267.96	145.35
944	14963	29354	18518	20230526	1.0	133.98	72.67
944	14963	29354	50070	20230526	1.0	133.98	72.67
944	14963	29354	93461	20230526	1.0	133.98	72.67
944	14963	29354	97355	20230526	8.0	1071.84	581.4
944	14963	29354	9042	20230526	1.0	133.98	72.67
944	14963	29354	84519	20230526	1.0	133.98	72.67
944	14963	29354	98982	20230526	1.0	133.98	72.67
705	35631	29354	75688	20230530	4.0	586.9	290.7
944	71819	29354	92645	20230530	1.0	133.98	72.67
944	71819	29354	1231	20230530	4.0	535.92	290.7
944	71819	29354	76781	20230530	1.0	133.98	72.67
142	5368	29354	19568	20230530	3.0	453.46	218.02
944	71819	29354	63894	20230530	12.0	1607.76	872.1
944	71819	29354	15438	20230530	7.0	937.86	508.73
848	46875	29354	95121	20230530	1.0	156.24	72.67
944	71819	29354	92996	20230530	7.0	937.86	508.73
944	71819	29354	80780	20230530	3.0	401.94	218.02
944	71819	29354	36371	20230530	3.0	401.94	218.02
944	71819	29354	7462	20230530	3.0	401.94	218.02
944	71819	29354	46649	20230530	1.0	133.98	72.67
944	71819	29354	15674	20230530	2.0	267.96	145.35
944	71819	29354	94675	20230530	1.0	133.98	72.67
29	42302	29354	43258	20230530	5.0	748.2	363.38
944	14963	29354	57024	20230530	1.0	133.98	72.67
944	14963	29354	9965	20230530	10.0	1339.8	726.75
914	39976	29354	20734	20230530	1.0	151.15	72.67
927	19641	29354	19372	20230530	9.0	1237.79	654.08
927	92805	29354	9744	20230530	1.0	149.76	72.67
320	89146	29354	40787	20230530	1.0	162.0	72.67
944	71819	29354	75075	20230530	2.0	267.96	145.35
892	22170	29354	68038	20230530	2.0	316.8	145.35
196	74900	29354	81994	20230530	1.0	151.15	72.67
781	18859	29354	72411	20230531	2.0	302.3	145.35
196	23125	29354	79993	20230531	1.0	151.15	72.67
712	20996	29354	7112	20230531	1.0	202.8	72.67
944	71819	29354	3607	20230531	1.0	133.98	72.67
243	91811	29354	16024	20230531	1.0	151.15	72.67
115	72606	29354	53927	20230531	1.0	190.8	72.67
142	5368	29354	55044	20230531	26.0	3929.95	1889.55
196	60726	29354	47508	20230601	1.0	151.15	72.67
243	78246	29354	2444	20230601	4.0	601.58	290.7
115	60892	29354	93584	20230601	1.0	190.8	72.67
115	2853	29354	48224	20230601	1.0	151.15	72.67
508	97536	29354	36935	20230601	1.0	160.38	72.67
115	85583	29354	10988	20230602	1.0	151.15	72.67
511	74491	29354	76572	20230605	1.0	178.8	72.67
115	42063	29354	8774	20230605	1.0	151.15	72.67
508	70180	29354	25189	20230605	5.0	801.9	363.38
822	43834	29354	52666	20230605	3.0	451.48	218.02
822	9016	29354	5491	20230605	1.0	150.49	72.67
822	9016	29354	48138	20230605	1.0	150.49	72.67
927	23496	29354	27447	20230605	1.0	166.8	78.6
115	85583	29354	8652	20230607	4.0	604.61	290.7
196	21384	29354	67878	20230608	2.0	302.3	145.35
373	5223	29354	92116	20230608	1.0	162.0	72.67
373	5223	29354	38151	20230608	1.0	162.0	72.67
822	92239	29354	19172	20230609	1.0	151.15	72.67
781	71109	29354	56277	20230609	2.0	302.3	145.35
196	29763	29354	74182	20230609	2.0	302.3	145.35
712	20996	29354	45077	20230612	1.0	0.0	0.0
196	74900	29354	3900	20230612	1.0	151.15	72.67
650	93731	29354	86596	20230612	1.0	166.8	72.67
650	93731	29354	75112	20230612	1.0	166.8	72.67
115	22898	29354	10080	20230612	1.0	151.15	72.58
822	46590	29354	63176	20230613	1.0	150.49	72.58
822	43834	29354	30775	20230613	2.0	300.98	145.17
712	42899	29354	15196	20230613	2.0	302.3	145.17
650	31881	29354	46507	20230613	1.0	167.44	72.58
29	19023	29354	22272	20230614	1.0	149.64	72.58
822	89366	29354	87308	20230614	3.0	451.48	217.76
373	5223	29354	29362	20230614	1.0	162.0	72.58
196	7260	29354	20153	20230615	1.0	151.15	72.58
373	5641	29354	50754	20230615	2.0	333.6	145.17
243	1452	29354	62551	20230615	1.0	151.15	72.58
414	52159	29354	63104	20230616	1.0	0.0	0.0
903	30099	29354	84211	20230616	1.0	148.13	72.58
373	87240	29354	31571	20230616	1.0	166.8	72.58
142	99199	29354	23104	20230619	1.0	151.15	78.5
822	43834	29354	28399	20230619	1.0	150.49	72.58
29	19023	29354	73973	20230619	4.0	598.56	290.34
29	19023	29354	16994	20230619	1.0	149.64	72.58
196	60526	29354	67596	20230619	1.0	151.15	72.58
650	42545	29354	39511	20230620	1.0	174.0	72.67
142	93001	29354	66404	20230621	1.0	151.15	78.5
712	51773	29354	47295	20230621	1.0	149.95	72.58
848	57540	29354	95295	20230621	1.0	149.33	72.58
781	30085	29354	43266	20230621	1.0	151.15	72.58
508	27121	29354	80457	20230622	10.0	1416.0	725.86
115	85583	29354	85938	20230623	1.0	0.0	0.0
511	61326	29354	86827	20230625	1.0	145.2	72.67
142	62518	29354	7230	20230626	1.0	151.15	78.5
903	35146	29354	14752	20230626	1.0	151.15	72.58
951	25875	29354	91656	20230626	1.0	188.06	72.58
243	50103	29354	42757	20230628	4.0	555.98	290.34
118	40039	29354	16747	20230629	1.0	162.0	72.58
927	67079	29354	62899	20230630	1.0	149.76	72.58
892	22170	29354	67120	20230630	1.0	158.4	72.58
243	62963	29354	28109	20230703	1.0	151.15	72.58
196	29763	29354	88464	20230703	2.0	302.3	145.17
373	57766	29354	21433	20230706	1.0	179.08	72.58
892	22170	29354	48174	20230714	2.0	316.8	145.17
903	35146	29354	86429	20230714	1.0	151.15	72.58
856	43514	29354	98054	20230717	3.0	485.89	218.02
796	47108	29354	94584	20230717	3.0	431.82	217.76
796	79083	29354	99599	20230717	1.0	154.98	72.58
212	68095	29354	89538	20230717	3.0	442.8	217.76
511	41168	29354	54520	20230717	10.0	1548.0	725.86
511	31474	29354	48673	20230717	1.0	154.8	72.67
511	31474	29354	26215	20230717	1.0	154.8	72.58
511	89873	29354	43839	20230717	3.0	491.15	218.02
511	89873	29354	43928	20230717	3.0	491.15	218.02
511	34937	29354	65163	20230717	1.0	190.8	72.58
511	31474	29354	43729	20230717	1.0	154.8	72.67
705	65227	29354	59135	20230717	1.0	146.72	72.58
650	40928	29354	23870	20230717	1.0	147.6	72.58
705	82914	29354	66285	20230717	1.0	146.72	72.67
722	79737	29354	34703	20230717	1.0	154.98	72.58
763	61058	29354	5870	20230717	30.0	4352.4	2177.57
373	54300	29354	32870	20230718	10.0	1476.0	785.06
951	12267	29354	44120	20230718	2.0	290.78	145.17
705	59555	29354	87315	20230718	4.0	586.9	314.02
511	45566	29354	75213	20230718	5.0	774.9	362.93
951	19795	29354	39089	20230718	2.0	290.78	145.17
705	78413	29354	69620	20230718	1.0	146.72	78.5
927	45994	29354	78302	20230719	4.0	586.03	314.02
511	93108	29354	28069	20230719	5.0	726.96	362.93
922	53904	29354	99166	20230719	1.0	143.21	78.5
922	53904	29354	12116	20230719	1.0	143.21	78.5
712	1440	29354	32808	20230719	1.0	151.15	72.58
822	43834	29354	1455	20230719	4.0	601.97	290.34
196	46727	29354	30845	20230719	1.0	151.15	72.67
797	94294	29354	30618	20230719	1.0	149.64	72.58
593	87526	29354	75783	20230719	1.0	151.15	72.58
822	43834	29354	30774	20230719	5.0	752.46	362.93
127	59181	29354	59594	20230719	3.0	448.92	217.76
29	19023	29354	94964	20230719	1.0	149.64	72.58
944	71819	29354	75836	20230719	1.0	133.98	72.67
944	71819	29354	62378	20230719	1.0	133.98	72.58
944	71819	29354	65430	20230719	4.0	535.92	290.34
944	71819	29354	77356	20230719	1.0	133.98	72.58
944	71819	29354	47617	20230719	1.0	133.98	72.58
944	71819	29354	53761	20230719	1.0	133.98	72.58
944	71819	29354	75050	20230719	1.0	133.98	72.67
944	71819	29354	49798	20230719	3.0	401.94	217.76
944	71819	29354	13690	20230719	1.0	133.98	72.67
944	71819	29354	87655	20230719	3.0	401.94	217.76
848	46875	29354	84787	20230719	1.0	156.24	72.58
822	59125	29354	52108	20230719	1.0	150.49	72.58
650	62044	29354	61382	20230719	2.0	290.78	145.17
705	24552	29354	52739	20230719	3.0	440.17	235.52
511	63528	29354	90181	20230719	1.0	147.6	72.58
373	45077	29354	932	20230719	1.0	166.8	78.5
196	91966	29354	90437	20230719	2.0	302.3	145.35
243	90803	29354	11853	20230719	5.0	755.76	363.38
115	42063	29354	83871	20230719	1.0	151.15	72.58
944	14963	29354	20376	20230720	1.0	133.98	72.58
944	14963	29354	79365	20230720	3.0	401.94	217.76
944	14963	29354	26148	20230720	3.0	401.94	217.76
944	14963	29354	58510	20230720	2.0	267.96	145.17
944	14963	29354	6917	20230720	1.0	133.98	72.58
944	14963	29354	27926	20230720	1.0	133.98	72.58
944	14963	29354	4011	20230720	1.0	133.98	72.58
944	14963	29354	90693	20230720	5.0	669.9	362.93
822	89366	29354	79251	20230720	7.0	1053.44	508.1
922	30089	29354	53909	20230720	1.0	161.98	72.67
373	47358	29354	40799	20230720	1.0	159.44	72.67
922	12292	29354	38220	20230720	1.0	161.17	72.67
927	19641	29354	30793	20230720	1.0	137.53	72.67
927	19641	29354	32109	20230720	1.0	137.53	72.67
220	20912	29354	35901	20230720	1.0	154.8	72.67
220	20912	29354	49326	20230720	3.0	419.26	217.76
373	87379	29354	74437	20230720	1.0	154.98	72.58
373	96819	29354	73771	20230720	1.0	179.08	72.67
373	96819	29354	96936	20230720	1.0	146.12	72.58
927	19641	29354	4373	20230720	1.0	137.53	72.67
373	23433	29354	15814	20230720	1.0	165.6	72.67
373	64773	29354	19064	20230720	5.0	736.38	363.38
118	93760	29354	68900	20230720	1.0	188.06	72.67
927	19641	29354	36248	20230720	10.0	1375.32	725.86
414	58704	29354	53385	20230720	2.0	295.2	145.17
804	30369	29354	97095	20230721	2.0	0.0	0.0
712	29008	29354	12374	20230721	1.0	151.15	72.58
944	71819	29354	36103	20230721	2.0	267.96	145.17
373	44687	29354	46936	20230721	1.0	177.29	72.58
373	65264	29354	67473	20230724	2.0	295.2	145.17
511	36753	29354	33386	20230724	1.0	140.84	72.58
722	21402	29354	28771	20230724	5.0	623.94	323.52
196	53553	29354	64942	20230724	1.0	151.15	72.58
196	53553	29354	67086	20230724	1.0	151.15	72.58
196	55132	29354	2605	20230725	1.0	145.1	72.67
903	75055	29354	61302	20230725	1.0	151.15	72.58
115	19637	29354	62802	20230725	1.0	190.8	72.58
944	71819	29354	15629	20230725	1.0	133.98	72.58
944	71819	29354	38963	20230725	2.0	267.96	145.17
944	71819	29354	1693	20230725	2.0	267.96	145.17
804	90144	29354	37020	20230725	5.0	690.0	362.93
944	71819	29354	550	20230725	4.0	535.92	290.34
196	51696	29354	81397	20230725	3.0	453.46	217.76
944	71819	29354	29969	20230725	2.0	267.96	145.35
944	71819	29354	69454	20230725	2.0	267.96	145.35
822	43834	29354	9936	20230725	5.0	752.46	362.93
944	71819	29354	67286	20230725	1.0	133.98	72.58
944	71819	29354	52731	20230725	2.0	267.96	145.17
944	71819	29354	67695	20230725	5.0	669.9	362.93
944	71819	29354	39319	20230725	2.0	267.96	145.17
944	71819	29354	16927	20230725	6.0	803.88	435.51
944	71819	29354	81759	20230725	1.0	133.98	72.58
944	71819	29354	21189	20230725	3.0	401.94	217.76
944	71819	29354	55030	20230725	1.0	133.98	72.58
944	71819	29354	72514	20230725	2.0	267.96	145.17
944	71819	29354	78859	20230725	1.0	133.98	72.58
944	71819	29354	50694	20230725	1.0	133.98	72.58
944	71819	29354	20130	20230725	1.0	133.98	72.58
944	71819	29354	55425	20230725	3.0	401.94	217.76
922	54896	29354	69589	20230725	1.0	142.49	72.58
103	54739	29354	80547	20230725	1.0	149.64	72.58
944	14963	29354	7609	20230726	1.0	133.98	72.58
944	14963	29354	36700	20230726	2.0	267.96	145.17
903	75055	29354	46409	20230726	1.0	151.15	72.58
103	94376	29354	57525	20230726	5.0	748.2	362.93
927	19641	29354	99722	20230726	16.0	2200.51	1161.37
650	93731	29354	60931	20230726	1.0	147.6	72.58
196	31767	29354	43130	20230726	3.0	453.46	217.76
944	14963	29354	35208	20230727	46.0	6163.08	3338.94
196	24985	29354	94946	20230727	1.0	151.15	72.58
373	264	29354	42353	20230727	1.0	147.6	72.58
115	85583	29354	32679	20230727	1.0	151.15	72.58
414	12923	29354	96993	20230728	1.0	147.6	72.58
650	62044	29354	36513	20230728	2.0	290.78	145.17
75	65227	29354	63146	20230728	1.0	151.15	72.58
196	91966	29354	59797	20230728	1.0	149.64	72.58
196	4655	29354	70662	20230728	2.0	302.3	145.17
944	71819	29354	95311	20230728	2.0	267.96	145.17
944	14963	29354	85126	20230731	1.0	133.98	72.58
944	14963	29354	24378	20230731	2.0	267.96	145.17
951	6990	29354	61429	20230731	1.0	0.0	0.0
944	71819	29354	53039	20230731	5.0	669.9	362.93
951	6890	29354	380	20230801	1.0	147.6	72.58
903	35146	29354	61888	20230801	1.0	151.15	72.58
115	72606	29354	21569	20230801	1.0	190.8	72.58
511	36753	29354	53791	20230801	1.0	145.2	72.58
927	19641	29354	19500	20230801	1.0	137.53	72.58
944	71819	29354	40060	20230801	1.0	133.98	72.58
944	71819	29354	35335	20230801	3.0	401.94	217.76
944	71819	29354	8271	20230801	1.0	133.98	72.58
64	30195	29354	12736	20230801	2.0	302.3	145.17
944	71819	29354	10834	20230801	5.0	673.74	362.93
944	71819	29354	70634	20230801	6.0	808.49	435.51
944	71819	29354	37381	20230801	5.0	673.74	362.93
944	71819	29354	64742	20230801	4.0	538.99	290.34
944	71819	29354	80852	20230801	7.0	943.24	508.1
944	71819	29354	69846	20230801	9.0	1212.73	653.27
944	71819	29354	48368	20230801	3.0	404.24	217.76
944	71819	29354	70073	20230801	2.0	269.5	145.17
944	71819	29354	32600	20230801	4.0	538.99	290.34
944	71819	29354	51123	20230801	1.0	134.75	72.58
944	71819	29354	36013	20230801	1.0	134.75	72.58
804	45949	29354	66422	20230801	3.0	448.92	217.76
922	92267	29354	88400	20230801	2.0	283.56	145.17
196	55450	29354	59206	20230801	1.0	146.62	72.58
944	14963	29354	29089	20230802	1.0	133.98	72.58
373	64134	29354	16163	20230802	1.0	147.6	72.58
115	37645	29354	30908	20230802	1.0	150.0	72.58
944	14963	29354	76065	20230802	1.0	133.98	72.58
944	14963	29354	93756	20230802	1.0	133.98	72.58
142	63659	29354	98591	20230802	1.0	148.88	72.58
511	45566	29354	72150	20230802	6.0	929.88	435.51
373	10300	29354	37525	20230802	2.0	295.2	145.17
822	93587	29354	8027	20230802	1.0	150.49	72.58
992	50261	29354	72905	20230802	1.0	149.64	72.58
196	21384	29354	64633	20230802	1.0	151.15	72.58
944	10642	29354	60741	20230803	3.0	401.94	217.76
650	78311	29354	22156	20230803	1.0	149.15	72.58
927	68753	29354	56890	20230803	1.0	146.51	72.58
944	71819	29354	58968	20230803	1.0	134.75	72.58
944	71819	29354	58968	20230803	1.0	134.75	72.58
944	71819	29354	34991	20230803	5.0	673.74	362.93
927	19641	29354	25413	20230803	2.0	275.06	145.17
927	91561	29354	90838	20230804	1.0	137.53	72.58
944	14963	29354	58919	20230804	1.0	133.98	72.58
414	42853	29354	20053	20230804	2.0	295.2	145.17
951	18859	29354	14210	20230804	1.0	145.39	72.58
196	31767	29354	85197	20230804	10.0	1511.52	725.86
212	73486	29354	83388	20230804	1.0	144.67	72.58
951	18859	29354	46803	20230804	1.0	145.39	72.58
944	71819	29354	17059	20230804	6.0	808.49	435.51
196	29763	29354	63454	20230804	1.0	149.64	72.58
914	41615	29354	7236	20230806	3.0	453.46	217.76
115	2853	29354	23245	20230806	1.0	151.15	72.58
944	10642	29354	55570	20230807	5.0	669.9	362.93
822	59125	29354	24332	20230807	2.0	300.98	145.17
804	30625	29354	52215	20230807	1.0	151.15	72.58
848	46875	29354	89548	20230807	1.0	156.24	72.58
373	72256	29354	57025	20230807	2.0	309.6	145.17
508	26633	29354	74857	20230807	3.0	442.8	217.76
196	1974	29354	42375	20230807	1.0	151.15	72.58
460	50465	29354	82056	20230807	1.0	151.15	72.58
822	51525	29354	73026	20230807	1.0	150.49	72.58
903	34223	29354	80002	20230807	1.0	151.15	72.58
944	71819	29354	5745	20230807	4.0	538.99	290.34
196	4655	29354	62005	20230807	3.0	453.46	217.76
115	47508	29354	27972	20230808	2.0	300.0	145.17
944	14963	29354	49414	20230808	1.0	133.98	72.58
822	46590	29354	87099	20230808	1.0	150.49	72.58
103	94376	29354	4290	20230808	3.0	448.92	217.76
944	14963	29354	32954	20230808	1.0	133.98	72.58
